source,title,description,category,publishedAt
20 Minuten,Drei Raketen aus dem Libanon in Richtung Israel abgefeuert,Der Konflikt zwischen Israelis und Palästinensern ist eskaliert. In der Nacht auf Donnerstag wurden bei einem Angriff aus dem Gazastreifen Richtung Tel Aviv fünf Menschen leicht verletzt. In der Stadt gab es einen Einschlag.,world,2021-05-13T17:31:42Z
20 Minuten,Meghan und Harry setzten sich mit neuer Kooperation für Gleichberechtigung der Geschlechter ein,Mit ihrer Archewell Foundation haben Meghan und Harry eine Zusammenarbeit mit «Procter & Gamble». Das Herzog-Paar will gegen Sexismus vorgehen.,world,2021-05-13T13:46:41Z
20 Minuten,Kollision nicht bemerkt : Kriegsschiff läuft mit zwei toten Walen am Rumpf in Hafen von San Diego ein,"Nach gemeinsamen Manövern mit der U.S. Navy dockte der australische Zerstörer HMAS Sydney im Hafen von San Diego an. Dann tauchten zwei tote Finnwale auf, die sich am Rumpf des Schiffes verfangen hatten.",world,2021-05-13T12:00:48Z
BLICK,Zwischen Radolfzell und Konstanz: SBB-Mitarbeiter von Passagier verprügelt,Am vergangenen Dienstag ist es zwischen den deutschen Ortschaften Konstanz und Radolfzell zu einem Zwischenfall in einem Zug gekommen. Ein Passagier hat dabei einen SBB-Mitarbeiter mit mehreren Faustschlägen niedergestreckt.,world,2021-05-13T08:55:04Z
BLICK,Mit Atemproblemen ins Spital eingeliefert: Thai-König mit Corona infiziert?,Sorge um den Thai-König! Maha Vajiralongkorn (68) soll sich laut einem Palast-Insider mit Corona infiziert haben und derzeit im Spital liegen.,world,2021-05-13T08:15:41Z
20 Minuten,Alternative Heilmethode : Inder baden in Kuhdung und trinken Kuhurin – das soll gegen Corona helfen,In einem Dorf im indischen Gujarat wurde ein Covid-Pflegezentrum eingerichtet. Dort werden Patienten mit ayurvedischen Arzneimitteln aus Kuhdung und Urin behandelt.,world,2021-05-12T21:58:36Z
Schweizer Radio und Fernsehen (SRF),Grossbritannien - Premier Johnson entschuldigt sich für Tötungen in Nordirland,50 Jahre nach den Todesfällen im Nordirlandkonflikt hat Johnson sich im Namen der britischen Regierung entschuldigt.,world,2021-05-12T17:39:00Z
20 Minuten,Todesflug Rio-Paris : Airbus und Air France sollen vor Gericht,Vor rund zwölf Jahren stürzte ein Airbus der Fluggesellschaft Air France bei einem Flug von Rio de Janeiro nach Paris in den Atlantik. Bei dem Absturz kamen 228 Menschen ums Leben.,world,2021-05-12T16:52:00Z
BLICK,USA: George Floyd: Richter strebt hohe Strafe an,Dem weissen Ex-Polizisten Derek Chauvin steht wegen der Tötung des Afroamerikaners George Floyd im vergangenen Jahr im US-Bundesstaat Minnesota eine besonders lange Haftstrafe bevor.,world,2021-05-12T16:08:55Z
20 Minuten,US-Stadt in Arizona : Bär macht es sich auf Strommast gemütlich und riskiert Stromschlag,Im Bundesstaat Arizona machte es sich ein Bär auf einem Strommasten bequem. Ganz ungefährlich war das Plätzchen für das Tier nicht.,world,2021-05-12T16:02:33Z
Schweizer Radio und Fernsehen (SRF),OL-EM in Neuenburg - Machtdemonstration zum EM-Auftakt: Schweiz gewinnt Sprintstaffel,Die Schweizer Sprintstaffel gewinnt an der Orientierungslauf-EM in Neuenburg die Goldmedaille.,world,2021-05-13T15:52:00Z
echo24.de,Corona doch ganz andere Krankheit? Forschungs-Erkenntnisse überraschen,"Corona wurde aufgrund seiner Symptome bislang für ein Erkältungsvirus gehalten. Forscher kommen nun zu der überraschenden Erkenntnis, dass alles anders ist.",world,2021-05-13T15:40:00Z
BLICK,Prinz Harry: So hat sich das Leben mit Herzogin Meghan in Amerika verändert,"Prinz Harry musste sich seine Freiheiten erkämpfen – seinen Kindern soll das anders ergehen. Der Royal spricht in einem Podcast darüber, was sich bei ihm seit dem Umzug in die USA verändert hat.",world,2021-05-13T15:30:06Z
Telebasel,Prinz Harry: Royales Leben war wie im Zoo,Prinz Harry wollte sich bereits in seinen Zwanzigern aus dem royalen Leben zurückziehen. Der 36-Jährige habe sich wie im Zoo gefühlt.,world,2021-05-13T15:07:45Z
20 Minuten,Frau auf Gleis gestossen,Ein 27-jähriger Mann stiess am Zürcher Hauptbahnhof eine Frau vor einen einfahrenden Zug. Andreas Widmer griff beherzt ein.,world,2021-05-13T14:36:14Z
BLICK,Stefan Mross meldet sich nach Mord seiner Tante und Cousine zu Wort,Erstmals nach dem Tod seiner Tante und seiner Cousine meldet sich Stefan Mross bei seinen Fans: Er bedankt sich für die Unterstützung.,world,2021-05-13T14:11:41Z
Schweizer Radio und Fernsehen (SRF),6 Fragen - 6 Antworten - Gewalt in Nahost: Erster Tagesangriff auf Tel Aviv,"Aus Gaza fliegen unvermindert Raketen, Israel versammelt Truppen an der Grenze. Die neuen Entwicklungen im Überblick.",world,2021-05-13T14:09:00Z
20 Minuten,Täter in Radolfzell gefasst,Beim tätlichen Angriff durch einen aggressiven Passagier ist am Dienstag ein SBB-Mitarbeiter in einem Zug verletzt worden. Der Täter wurde gefasst.,world,2021-05-13T13:37:14Z
Schweizer Radio und Fernsehen (SRF),Erstes Rennen seit August 2020 - Kambundji siegt bei Comeback,Nach 9 Monaten Wettkampfpause ist Mujinga Kambundji in Langenthal mit einem Sieg über 300 m auf die Bahn zurückgekehrt.,world,2021-05-13T12:52:00Z
Games.ch,Insomniac Games könnte Sunset Overdrive 2 entwickeln,"Da Insomniac Games die Rechte an 'Sunset Overdrive' hat, könnte das Studio problemlos einen zweiten Teil entwickeln..",world,2021-05-13T12:45:00Z
Www.nau.ch,Stau am Gotthard: Auffahrt sorgt für Kilometer langen Stau,Beim Gotthard gibt es mehrere Kilometer Stau. Denn auch dieses Jahr fahren viele Schweizer über die Auffahrtstage in den warmen Süden.,world,2021-05-13T18:18:29Z
Www.nzz.ch,Judenhass bei Demonstration in Gelsenkirchen - Neue Zürcher Zeitung,In Gelsenkirchen hat die Polizei eine antisemitische Demonstration gestoppt. Der Hass kommt aus dem migrantischen Milieu und entzündet sich an der jüngsten Eskalation zwischen Israeli und Palästinensern.,world,2021-05-13T17:45:30Z
Telebasel.ch,Schweiz Schweizer OL-Sprint-Staffel holt EM-Gold,Jubel bei der Schweizer Equipe: Sie lancierte die Heim-EM im Orientierungslauf mit einer Goldmedaille in der Sprint-Staffel.,world,2021-05-13T15:47:55Z
Www.nzz.ch,Nahost: In Israel eskaliert die Gewalt zwischen Arabern und Juden - Neue Zürcher Zeitung,In zahlreichen Städten machen gewalttätige Mobs Jagd auf Juden und Araber. Viele Israeli fürchten eine Eskalation des ethnischen Konflikts. Doch die Regierung und die Polizei wirken hilflos.,world,2021-05-13T14:09:14Z
Www.srf.ch,6 Fragen – 6 Antworten – Gewalt in Nahost: Erster Tagesangriff auf Tel Aviv,Raketen aus Gaza-Stadt und Israel zieht Truppen an der Grenze zum Gazastreifen zusammen. Die Entwicklungen im Überblick.,world,2021-05-13T14:09:00Z
Games.ch,Insomniac Games könnte Sunset Overdrive 2 entwickeln - Es gibt noch viele Geschichten zu erzählen - Games.ch,"Da Insomniac Games die Rechte an ""Sunset Overdrive"" hat, könnte das Studio problemlos einen zweiten Teil entwickeln..",world,2021-05-13T12:45:00Z
Www.srf.ch,Final im DFB-Pokal – Gegen Leipzig: Holen sich Bürki und der BVB den «Pott»?,Dortmund will mit einem Pokalsieg eine durchwachsene Saison «retten» – Leipzig den ersten Titel überhaupt holen.,world,2021-05-13T11:30:00Z
Telebasel.ch,Champions-League-Final findet neu in Porto statt,"Was erwartet wurde, ist jetzt offiziell: Der Final der Champions League zwischen Manchester City und Chelsea wird von Istanbul nach Porto verlegt.",world,2021-05-13T10:49:14Z
Schweizer-illustrierte.ch,Grosser Auftritt von Königin Máxima und ihren Töchtern zum 50. Geburtstag - Schweizer Illustrierte,Endlich wieder einmal ein grosser Auftritt der niederländischen Royals! In Amsterdam feierte die ganze Familie den 50. Geburtstag von Königin Máxima vor und packte dazu die schönste Abendgarderobe aus.,world,2021-05-13T10:30:38Z
Blick.ch,SVP-Connection von Bankier-Präsident Marcel Rohner,Als ehemaliger UBS-Crashpilot ist der neue Bankier-Präsident Marcel Rohner (57) durch seine Vergangenheit belastet. Doch auch die Gegenwart wirft Fragen auf: Seine SVP-Connection verträgt sich schlecht mit den politischen Positionen der Bankiervereinigung.,world,2021-05-13T09:40:31Z
Healthnewsnet.de,Vitamin B12: Lässt dieses Nahrungsergänzungsmittel die Kilos purzeln? - Healthnews,Das lebenswichtige Vitamin B12 - auch Cobalamin genannt - ist an diversen Vorgängen im menschlichen Körper beteiligt. Zu diesen zählt beispielsweise der Stof,world,2021-05-13T09:23:00Z
Finanzen.ch,Krypto-Währungen brechen ein : Elon Musk lässt Bitcoin um Tausende Doller abstürzen: Tesla stoppt Bitcoin.. - finanzen.ch,Der US-Elektroautobauer Tesla hat Zahlungen mit der Kryptowährung Bitcoin wegen Umweltbedenken angesichts des hohen Stromverbrauchs gestoppt.,world,2021-05-13T09:20:00Z
Blick.ch,Marder im Frühling sehr aktiv: Fiese Nager sorgen für Millionenschäden,Marderschäden passieren bei Nacht und Nebel und sind für die Autobesitzer sehr ärgerlich. Besonders im Mai und Juni sind die kleinen Nager fleissig unterwegs.,world,2021-05-13T09:10:03Z
20 Minuten,Hamsterkäufe - Wegen Knappheit füllen Amerikaner Benzin sogar in Plastiksäcke ab,Nach dem Hackerangriff auf eine Pipeline wird im Südosten der USA das Benzin knapp. Es kommt an Tankstellen zu kuriosen Hamsterkäufen und Prügeleien.,world,2021-05-13T09:08:24Z
Augsburger Allgemeine,Kita-Kind mit Allergie hat Anspruch auf Assistenz,Eine schwere Nahrungsmittelallergie kann als Behinderung gelten. Daher muss ein Sozialhilfeträger unter Umständen die Kosten für eine persönliche Assistenz...,world,2021-05-13T09:01:48Z
20 Minuten,"""Beat on the Street""","Die Basler Allmendverwaltung muss Gesuche für laute Veranstaltungen künftig öffentlich auslegen. Es gehe nicht darum, Events wie «Beat on the Street» zu verhindern, versichert der Verein Rheinpromenade Kleinbasel, der ein entsprechendes Gerichtsurteil erwirkt hat.",nation,2021-05-13T17:07:30Z
20 Minuten,Massnahmen-Demo am Samstag : Organisatoren hoffen auf 50’000 Demonstrierende – Bern kündigt Gegenwehr an,Trotz der Lockerungen des Bundesrats soll am Samstag in Bern eine illegale Massnahmen-Demo durchgeführt werden. Auf entsprechenden Plattformen melden sich Personen aus der ganzen Schweiz dafür an. Die Stadt will «Personenansammlungen entgegenwirken».,nation,2021-05-13T17:04:48Z
20 Minuten,POLIZEIMELDUNGEN ZENTRALSCHWEIZ : Auto kracht nach Kollision in weiteres Auto,"Verbrechen, Unfälle und Fahndungen: Die neusten Polizeimeldungen aus der Zentralschweiz.",nation,2021-05-13T15:58:07Z
